date,time,symbol,direction,result,entry_price,orh,orl,prev_close,day_high,day_low,exit_price,exit_reason,PnL_%,equity_curve,cumulative_pnl
2026-03-23,09:50:55,POLYCAB,SELL,WIN,6911.5,7033.0,6957.0,7171.0,6890.0,6867.5,6873.5,Target (Midpoint),0.55,136.2868088690613,36.2868088690613
2026-03-23,09:50:55,POWERINDIA,SELL,WIN,24420.0,24950.0,24615.0,25025.0,24445.0,24310.0,24340.5,Trailing Stop,0.33,136.73655533832923,36.736555338329225
2026-03-23,09:50:55,SAIL,SELL,WIN,149.72,151.99,150.15,155.52,149.23,148.1,148.31,Trailing Stop,0.94,138.02187895850952,38.02187895850952
2026-03-23,09:50:55,SONACOMS,SELL,WIN,485.75,491.25,486.35,506.25,490.25,483.55,483.83,Trailing Stop,0.4,138.57396647434356,38.573966474343564
2026-03-23,09:50:55,TATASTEEL,SELL,LOSS,187.62,190.9,188.25,196.77,189.16,187.6,187.67,Trailing Stop,-0.03,138.53239428440128,38.53239428440128
2026-03-23,09:50:55,TITAN,SELL,WIN,3981.2,4021.6,3995.0,4106.6,3969.7,3959.9,3963.41,Trailing Stop,0.45,139.15579005868108,39.15579005868108
2026-03-23,09:50:55,YESBANK,SELL,WIN,18.06,18.26,18.11,18.58,18.07,18.01,18.02,Trailing Stop,0.22,139.46193279681017,39.461932796810174
2026-03-23,09:56:38,ASHOKLEY,SELL,LOSS,162.9,166.33,163.47,168.89,163.68,162.9,162.96,Trailing Stop,-0.04,139.40614802369146,39.40614802369146
2026-03-23,09:56:38,ASTRAL,SELL,WIN,1576.1,1596.3,1581.8,1631.8,1573.8,1568.1,1568.85,Target (Midpoint),0.46,140.04741630460043,40.04741630460043
2026-03-23,09:56:38,BAJAJ-AUTO,SELL,WIN,8842.5,8923.0,8852.5,9051.0,8866.5,8833.5,8835.4,Trailing Stop,0.08,140.1594542376441,40.1594542376441
2026-03-23,09:56:38,BANKBARODA,SELL,WIN,269.0,271.85,270.1,279.95,269.8,268.4,268.57,Trailing Stop,0.16,140.38370936442433,40.383709364424334
2026-03-23,09:56:38,BHARATFORG,SELL,LOSS,1652.9,1674.4,1662.5,1711.5,1663.0,1652.9,1653.86,Trailing Stop,-0.06,140.29947913880568,40.29947913880568
2026-03-23,09:56:38,BHEL,SELL,WIN,253.9,257.85,255.1,262.05,254.6,253.25,253.44,Trailing Stop,0.18,140.55201820125552,40.55201820125552
2026-03-23,09:56:38,BLUESTARCO,SELL,WIN,1641.6,1661.4,1647.4,1708.6,1644.0,1633.8,1634.6,Target (Midpoint),0.43,141.15639187952092,41.156391879520925
2026-03-23,09:56:38,CHOLAFIN,SELL,WIN,1404.9,1421.2,1411.1,1440.5,1400.9,1398.8,1399.85,Target (Midpoint),0.36,141.6645548902872,41.66455489028721
2026-03-23,09:56:38,COALINDIA,SELL,WIN,457.6,465.6,459.45,468.15,457.1,454.65,455.13,Trailing Stop,0.54,142.42954348669477,42.42954348669477
2026-03-23,09:56:38,CONCOR,SELL,WIN,433.0,437.85,434.25,447.3,432.5,431.6,431.87,Trailing Stop,0.26,142.79986029976016,42.799860299760155
2026-03-23,09:56:38,COROMANDEL,SELL,WIN,1874.3,1888.6,1877.2,1911.0,1880.6,1868.9,1869.73,Trailing Stop,0.24,143.14257996447958,43.14257996447958
2026-03-23,09:56:38,DLF,SELL,WIN,523.85,529.6,525.8,540.75,524.8,522.7,523.01,Trailing Stop,0.16,143.37160809242275,43.37160809242275
2026-03-23,09:56:38,GRASIM,SELL,WIN,2546.7,2577.1,2553.1,2616.3,2554.5,2540.0,2541.31,Trailing Stop,0.21,143.67268846941684,43.67268846941684
2026-03-23,09:56:38,HAVELLS,SELL,WIN,1246.4,1258.4,1251.4,1281.2,1243.0,1239.3,1240.51,Trailing Stop,0.47,144.34795010522308,44.34795010522308
2026-03-23,09:56:38,HDFCAMC,SELL,WIN,2327.0,2352.0,2331.5,2385.9,2318.0,2310.0,2312.15,Trailing Stop,0.64,145.2717769858965,45.27177698589651
2026-03-23,09:56:38,HYUNDAI,SELL,WIN,1902.8,1919.8,1909.1,1951.0,1912.1,1897.0,1897.45,Target (Midpoint),0.28,145.678537961457,45.67853796145701
2026-03-23,09:56:38,ICICIGI,SELL,WIN,1736.8,1751.0,1739.5,1777.2,1749.9,1734.1,1734.64,Trailing Stop,0.12,145.85335220701077,45.85335220701077
2026-03-23,09:56:38,ITC,SELL,LOSS,293.65,296.2,294.2,299.95,294.65,293.65,293.7,Trailing Stop,-0.02,145.82418153656937,45.82418153656937
2026-03-23,09:56:38,LODHA,SELL,WIN,767.2,779.15,768.1,796.9,765.25,762.65,763.2,Trailing Stop,0.52,146.58246728055954,46.58246728055954
2026-03-23,09:56:38,M&M,SELL,WIN,2974.5,3002.0,2983.0,3066.1,2981.0,2970.5,2971.75,Trailing Stop,0.09,146.71439150111203,46.71439150111203
2026-03-23,09:56:38,MARICO,SELL,LOSS,724.65,730.8,727.1,744.3,733.5,724.65,724.9,Trailing Stop,-0.03,146.6703771836617,46.670377183661714
2026-03-23,09:56:38,MOTILALOFS,SELL,WIN,645.75,652.15,647.25,662.6,645.55,643.5,643.88,Trailing Stop,0.29,147.0957212774943,47.095721277494306
2026-03-23,09:56:38,MUTHOOTFIN,SELL,WIN,3151.9,3187.6,3162.7,3315.9,3145.9,3136.7,3139.3,Trailing Stop,0.4,147.68410416260429,47.684104162604285
2026-03-23,09:56:38,NMDC,SELL,WIN,75.94,77.63,76.27,79.78,76.09,75.8,75.85,Trailing Stop,0.12,147.86132508759943,47.861325087599425
2026-03-23,09:56:38,NTPCGREEN,SELL,WIN,97.85,99.47,97.98,101.1,98.1,97.57,97.61,Trailing Stop,0.25,148.2309784003184,48.230978400318406
2026-03-23,09:56:38,PFC,SELL,WIN,395.6,399.0,396.25,412.85,399.65,393.5,393.77,Trailing Stop,0.46,148.91284090095985,48.91284090095985
2026-03-23,09:56:38,PIDILITIND,SELL,WIN,1305.9,1318.5,1308.8,1341.3,1319.1,1303.7,1304.21,Trailing Stop,0.13,149.1064275941311,49.106427594131105
2026-03-23,09:56:38,RECLTD,SELL,WIN,317.05,320.25,318.25,330.5,319.15,315.6,315.87,Trailing Stop,0.37,149.6581213762294,49.65812137622939
2026-03-23,09:56:38,RVNL,SELL,WIN,256.85,259.55,257.45,264.55,256.5,255.45,255.65,Trailing Stop,0.47,150.36151454669766,50.36151454669766
2026-03-23,09:56:38,SHRIRAMFIN,SELL,WIN,900.9,915.9,903.0,938.6,900.1,896.2,896.88,Trailing Stop,0.45,151.0381413621578,51.0381413621578
2026-03-23,09:56:38,SUZLON,SELL,WIN,40.73,41.19,40.8,41.95,40.65,40.44,40.48,Trailing Stop,0.61,151.95947402446697,51.95947402446697
2026-03-23,09:56:38,TATAPOWER,SELL,WIN,394.0,403.2,398.6,402.4,393.7,391.85,392.53,Trailing Stop,0.37,152.5217240783575,52.521724078357494
2026-03-23,09:56:38,TMPV,SELL,WIN,306.45,309.1,307.3,314.1,307.45,305.75,305.9,Trailing Stop,0.18,152.79626318169855,52.79626318169855
2026-03-23,09:56:38,TORNTPOWER,SELL,WIN,1414.3,1433.1,1418.2,1450.7,1413.7,1407.2,1408.3,Trailing Stop,0.42,153.43800748706167,53.43800748706167
2026-03-23,09:56:38,ULTRACEMCO,SELL,WIN,10613.0,10687.0,10629.0,10934.0,10614.0,10602.0,10604.7,Trailing Stop,0.08,153.56075789305132,53.56075789305132
2026-03-23,10:02:20,DIXON,SELL,WIN,10053.0,10145.0,10071.0,10342.0,10064.0,10023.0,10027.8,Trailing Stop,0.25,153.94465978778393,53.944659787783934
2026-03-23,10:02:20,DMART,SELL,WIN,3686.2,3718.5,3691.3,3770.8,3697.0,3681.5,3682.48,Trailing Stop,0.1,154.0986044475717,54.09860444757169
2026-03-23,10:02:20,GODFRYPHLP,SELL,WIN,1922.0,1947.2,1931.0,1991.5,1927.5,1920.6,1921.64,Trailing Stop,0.02,154.1294241684612,54.12942416846121
2026-03-23,10:02:20,HDFCBANK,SELL,LOSS,754.5,764.3,757.4,780.45,756.25,754.5,754.79,Trailing Stop,-0.04,154.06777239879384,54.067772398793835
2026-03-23,10:02:20,INDHOTEL,SELL,WIN,598.05,606.1,600.5,615.55,599.1,596.75,597.12,Trailing Stop,0.16,154.31428083463192,54.314280834631916
2026-03-23,10:02:20,IRFC,SELL,WIN,91.73,92.56,92.0,94.69,92.03,91.65,91.69,Trailing Stop,0.04,154.37600654696575,54.376006546965755
2026-03-23,10:02:20,ITCHOTELS,SELL,WIN,144.16,146.35,144.6,149.01,144.61,143.75,143.84,Trailing Stop,0.22,154.71563376136908,54.71563376136908
2026-03-23,10:02:20,JSWENERGY,SELL,WIN,491.3,499.7,495.6,507.05,493.0,490.55,491.05,Trailing Stop,0.05,154.79299157824974,54.79299157824974
2026-03-23,10:02:20,KALYANKJIL,SELL,LOSS,369.1,374.75,371.15,382.7,369.95,369.0,369.21,Trailing Stop,-0.03,154.74655368077626,54.74655368077626
2026-03-23,10:02:20,KOTAKBANK,SELL,LOSS,358.75,361.5,359.7,366.75,361.65,358.75,358.85,Trailing Stop,-0.03,154.70012971467204,54.700129714672045
2026-03-23,10:02:20,MAZDOCK,SELL,WIN,2245.9,2285.3,2256.5,2324.1,2252.8,2242.0,2243.45,Trailing Stop,0.11,154.8702998573582,54.87029985735819
2026-03-23,10:02:20,NTPC,SELL,WIN,373.8,379.25,376.55,380.95,375.1,371.1,371.65,Trailing Stop,0.58,155.76854759653088,55.76854759653088
2026-03-23,10:02:20,PRESTIGE,SELL,WIN,1211.4,1226.4,1213.7,1248.2,1213.5,1209.3,1209.74,Trailing Stop,0.14,155.98662356316603,55.986623563166035
2026-03-23,10:02:20,SBIN,SELL,LOSS,1019.9,1029.6,1022.2,1058.0,1045.6,1019.9,1020.13,Trailing Stop,-0.02,155.9554262384534,55.95542623845341
2026-03-23,10:02:20,SOLARINDS,SELL,WIN,12563.0,12773.0,12630.0,12934.0,12591.0,12544.0,12552.6,Trailing Stop,0.08,156.08019057944415,56.08019057944415
2026-03-23,10:02:20,SUPREMEIND,SELL,WIN,3707.3,3749.7,3720.1,3834.4,3733.6,3700.6,3702.55,Trailing Stop,0.13,156.28309482719743,56.28309482719743
2026-03-23,10:02:20,SWIGGY,SELL,LOSS,275.75,280.35,276.95,282.8,277.55,275.75,275.87,Trailing Stop,-0.04,156.22058158926657,56.22058158926657
2026-03-23,10:02:20,TATACOMM,SELL,WIN,1384.7,1397.6,1388.7,1416.8,1397.9,1380.0,1380.25,Target (Midpoint),0.32,156.72048745035224,56.72048745035224
2026-03-23,10:08:04,VBL,SELL,WIN,389.85,395.75,392.8,401.45,390.5,388.2,388.38,Target (Midpoint),0.38,157.31602530266358,57.316025302663576
2026-03-23,10:13:46,ABCAPITAL,SELL,WIN,298.85,304.0,300.2,311.25,298.65,297.9,298.13,Trailing Stop,0.24,157.69358376338997,57.69358376338997
2026-03-23,10:13:46,EXIDEIND,SELL,WIN,294.95,297.15,295.4,302.65,296.45,294.35,294.46,Trailing Stop,0.17,157.96166285578772,57.96166285578772
2026-03-23,10:13:46,GAIL,SELL,WIN,138.12,139.74,138.42,142.87,137.74,137.42,137.46,Target (Midpoint),0.48,158.7198788374955,58.719878837495486
2026-03-23,10:13:46,GODREJPROP,SELL,WIN,1501.0,1518.7,1503.5,1549.5,1510.0,1499.0,1499.45,Trailing Stop,0.1,158.87859871633296,58.87859871633296
2026-03-23,10:13:46,HINDPETRO,SELL,WIN,319.0,327.6,319.65,336.3,324.55,318.8,318.88,Trailing Stop,0.04,158.9421501558195,58.94215015581949
2026-03-23,10:13:46,HUDCO,SELL,WIN,166.16,168.52,167.15,172.48,167.1,166.02,166.13,Trailing Stop,0.02,158.97393858585065,58.97393858585065
2026-03-23,10:13:46,IREDA,SELL,WIN,112.53,113.87,112.89,116.37,112.46,112.16,112.23,Trailing Stop,0.27,159.40316822003243,59.40316822003243
2026-03-23,10:13:46,KEI,SELL,WIN,4003.5,4062.0,4014.0,4188.0,4015.0,3995.0,3996.9,Trailing Stop,0.16,159.6582132891845,59.65821328918449
2026-03-23,10:13:46,MOTHERSON,SELL,WIN,107.74,109.4,108.58,111.59,108.23,107.45,107.56,Trailing Stop,0.17,159.9296322517761,59.9296322517761
2026-03-23,10:13:46,PIIND,SELL,LOSS,2840.7,2869.4,2846.0,2909.5,2847.5,2840.7,2841.23,Trailing Stop,-0.02,159.89764632532575,59.89764632532575
2026-03-23,10:13:46,TIINDIA,SELL,WIN,2447.6,2480.9,2460.1,2537.3,2505.0,2444.0,2445.61,Trailing Stop,0.08,160.02556444238598,60.025564442385985
2026-03-23,10:13:46,TVSMOTOR,SELL,LOSS,3383.1,3414.0,3390.5,3462.2,3418.0,3383.1,3383.84,Trailing Stop,-0.02,159.99355932949751,59.993559329497515
2026-03-23,10:13:46,UPL,SELL,WIN,607.65,613.6,609.4,625.55,614.2,606.05,606.38,Trailing Stop,0.21,160.32954580408946,60.32954580408946
2026-03-23,10:13:46,VMM,SELL,WIN,100.34,103.29,101.6,102.3,100.33,100.15,100.3,Trailing Stop,0.04,160.3936776224111,60.393677622411104
2026-03-23,10:19:28,BSE,SELL,WIN,2727.7,2771.4,2735.0,2806.1,2731.9,2722.5,2723.75,Trailing Stop,0.14,160.6182287710825,60.6182287710825
2026-03-23,10:19:28,COCHINSHIP,SELL,WIN,1292.4,1313.3,1298.7,1341.5,1289.9,1284.6,1285.1,Target (Midpoint),0.56,161.51769085220056,61.51769085220056
2026-03-23,10:19:28,GLENMARK,SELL,WIN,2121.1,2142.5,2124.8,2180.1,2127.8,2116.1,2116.97,Trailing Stop,0.19,161.82457446481973,61.82457446481973
2026-03-23,10:19:28,IRCTC,SELL,WIN,512.75,518.6,515.05,522.85,512.65,511.05,511.45,Trailing Stop,0.25,162.22913590098176,62.22913590098176
2026-03-23,10:19:28,LICHSGFIN,SELL,WIN,465.65,472.0,466.45,486.15,466.3,464.95,465.1,Trailing Stop,0.12,162.42381086406294,62.42381086406294
2026-03-23,10:25:09,INDIANB,SELL,WIN,840.3,848.6,842.65,878.65,848.5,838.9,839.28,Trailing Stop,0.12,162.61871943709983,62.61871943709983
2026-03-23,10:25:09,IRB,SELL,WIN,40.69,41.25,40.75,41.51,40.94,40.66,40.67,Trailing Stop,0.05,162.70002879681837,62.70002879681837
2026-03-23,10:25:09,JUBLFOOD,SELL,WIN,441.85,445.95,443.3,451.55,443.0,441.0,441.23,Trailing Stop,0.14,162.92780883713394,62.92780883713394
2026-03-23,10:25:09,NATIONALUM,SELL,LOSS,348.9,357.3,350.45,368.5,353.85,348.9,349.05,Trailing Stop,-0.04,162.8626377135991,62.8626377135991
2026-03-23,10:25:09,NAUKRI,SELL,WIN,956.7,965.5,959.2,978.2,979.5,954.3,954.79,Trailing Stop,0.2,163.1883629890263,63.1883629890263
2026-03-23,10:25:09,PAGEIND,SELL,WIN,31340.0,31810.0,31545.0,32005.0,31650.0,31280.0,31306.5,Trailing Stop,0.11,163.36787018831424,63.36787018831424
2026-03-23,10:25:09,TORNTPHARM,SELL,WIN,4188.0,4242.9,4217.9,4270.2,4226.3,4179.0,4182.89,Trailing Stop,0.12,163.56391163254023,63.563911632540226
2026-03-24,09:34:49,ADANIPORTS,BUY,LOSS,1338.8,1336.9,1320.9,1303.6,1339.0,1314.0,1338.79,Trailing Stop,-0.0,163.56391163254023,63.563911632540226
2026-03-24,09:34:49,ETERNAL,BUY,WIN,234.8,234.45,231.57,226.96,236.0,230.84,235.84,Trailing Stop,0.44,164.2835928437234,64.2835928437234
2026-03-24,09:34:49,IRFC,BUY,WIN,93.01,92.89,91.41,89.45,93.03,91.0,93.02,Trailing Stop,0.01,164.30002120300776,64.30002120300776
2026-03-24,09:40:28,COALINDIA,SELL,WIN,443.95,455.6,446.25,455.25,448.3,443.6,443.87,Trailing Stop,0.02,164.33288120724836,64.33288120724836
2026-03-24,09:51:47,POWERGRID,SELL,WIN,295.0,298.85,296.75,302.1,301.0,294.55,294.77,Trailing Stop,0.08,164.46434751221415,64.46434751221415
2026-03-24,09:57:25,APOLLOHOSP,BUY,WIN,7379.0,7368.0,7285.5,7145.0,7383.0,7335.5,7381.5,Trailing Stop,0.03,164.5136868164678,64.51368681646781
2026-03-24,10:08:43,BHARTIHEXA,SELL,WIN,1541.6,1569.5,1553.8,1575.7,1586.6,1540.1,1541.47,Trailing Stop,0.01,164.53013818514947,64.53013818514947
2026-03-24,10:20:00,KOTAKBANK,BUY,WIN,365.9,365.15,362.35,356.55,367.3,363.45,367.3,Target (Midpoint),0.38,165.15535271025303,65.15535271025303
2026-03-24,10:25:40,BAJFINANCE,BUY,LOSS,828.0,827.15,817.85,812.6,828.0,820.35,827.92,Trailing Stop,-0.01,165.138837174982,65.138837174982
2026-03-24,10:25:40,CUMMINSIND,BUY,LOSS,4622.2,4612.0,4573.9,4518.0,4622.2,4574.4,4621.18,Trailing Stop,-0.02,165.105809407547,65.10580940754701
2026-03-25,09:34:51,AUBANK,BUY,WIN,904.3,901.85,895.0,877.5,904.8,899.05,904.5,Trailing Stop,0.02,165.1388305694285,65.1388305694285
2026-03-25,09:34:51,BAJAJHLDNG,BUY,WIN,9588.0,9575.0,9523.0,9337.0,9600.0,9502.0,9597.5,Trailing Stop,0.1,165.30396939999792,65.30396939999792
2026-03-25,09:34:51,BRITANNIA,BUY,WIN,5622.0,5615.5,5582.5,5513.5,5623.5,5592.5,5622.7,Trailing Stop,0.01,165.32049979693792,65.32049979693792
2026-03-25,09:34:51,COCHINSHIP,BUY,WIN,1348.5,1345.9,1333.3,1305.1,1352.0,1314.1,1351.39,Trailing Stop,0.21,165.6676728465115,65.6676728465115
2026-03-25,09:34:51,DMART,BUY,WIN,3880.0,3872.0,3807.7,3756.5,3882.0,3857.5,3881.0,Trailing Stop,0.03,165.71737314836545,65.71737314836545
2026-03-25,09:34:51,GODFRYPHLP,BUY,WIN,1951.0,1946.3,1928.5,1897.5,1959.0,1945.6,1957.73,Trailing Stop,0.34,166.2808122170699,66.2808122170699
2026-03-25,09:34:51,HINDPETRO,BUY,WIN,345.5,345.0,341.4,336.8,346.4,337.55,346.26,Trailing Stop,0.22,166.64663000394745,66.64663000394745
2026-03-25,09:34:51,IDEA,BUY,WIN,9.15,9.14,9.07,8.88,9.15,9.03,9.15,Trailing Stop,0.0,166.64663000394745,66.64663000394745
2026-03-25,09:34:51,ITCHOTELS,BUY,WIN,152.97,152.05,149.17,145.27,153.73,148.0,153.56,Trailing Stop,0.39,167.29655186096284,67.29655186096284
2026-03-25,09:34:51,MFSL,BUY,WIN,1616.6,1614.2,1600.4,1583.5,1618.8,1581.3,1618.34,Trailing Stop,0.11,167.48057806800992,67.48057806800992
2026-03-25,09:34:51,PIIND,BUY,WIN,2853.0,2845.5,2820.0,2759.0,2856.0,2848.3,2854.95,Trailing Stop,0.07,167.59781447265752,67.59781447265752
2026-03-25,09:34:51,SONACOMS,BUY,WIN,510.15,509.6,503.7,494.7,514.3,510.35,513.83,Trailing Stop,0.72,168.80451873686067,68.80451873686067
2026-03-25,09:40:37,APLAPOLLO,BUY,LOSS,2021.4,2018.4,1995.2,1974.4,2021.4,1992.3,2021.1,Trailing Stop,-0.01,168.787638284987,68.787638284987
2026-03-25,09:40:37,KALYANKJIL,BUY,WIN,385.35,384.75,380.2,371.7,388.45,385.8,388.08,Trailing Stop,0.71,169.98603051681042,69.98603051681042
2026-03-25,09:40:37,SBICARD,BUY,WIN,703.4,702.0,692.3,673.5,707.35,698.1,706.81,Trailing Stop,0.48,170.8019634632911,70.80196346329109
2026-03-25,09:40:37,SRF,BUY,WIN,2534.3,2529.0,2502.7,2471.6,2555.5,2532.3,2552.85,Trailing Stop,0.73,172.04881779657313,72.04881779657313
2026-03-25,09:40:37,TRENT,BUY,WIN,3484.7,3457.8,3430.0,3365.6,3499.0,3470.5,3498.6,Target (Midpoint),0.4,172.73701306775942,72.73701306775942
2026-03-25,09:46:22,ADANIPORTS,BUY,WIN,1386.1,1384.5,1371.9,1344.2,1390.9,1372.3,1390.26,Trailing Stop,0.3,173.2552241069627,73.25522410696269
2026-03-25,09:46:22,BAJAJFINSV,BUY,WIN,1742.9,1741.1,1731.4,1704.4,1745.0,1740.6,1744.61,Trailing Stop,0.1,173.42847933106964,73.42847933106964
2026-03-25,09:46:22,BAJFINANCE,BUY,WIN,874.4,872.65,866.5,849.0,874.85,871.3,874.63,Trailing Stop,0.03,173.48050787486895,73.48050787486895
2026-03-25,09:46:22,COROMANDEL,BUY,WIN,1989.0,1984.0,1956.1,1940.1,2005.5,1987.7,2003.35,Trailing Stop,0.72,174.72956753156802,74.72956753156802
2026-03-25,09:46:22,EICHERMOT,BUY,WIN,7029.0,7010.0,6959.5,6871.0,7054.5,6977.0,7054.25,Target (Midpoint),0.36,175.35859397468167,75.35859397468167
2026-03-25,09:46:22,GLENMARK,BUY,WIN,2134.5,2130.1,2102.4,2095.7,2145.0,2136.4,2143.51,Trailing Stop,0.42,176.09510006937532,76.09510006937532
2026-03-25,09:46:22,HDFCBANK,BUY,WIN,787.65,786.0,775.45,764.9,787.95,779.1,787.76,Trailing Stop,0.01,176.11270957938225,76.11270957938225
2026-03-25,09:46:22,INDHOTEL,BUY,WIN,621.25,619.9,614.8,604.05,625.6,612.9,625.03,Trailing Stop,0.61,177.1869971078165,77.1869971078165
2026-03-25,09:46:22,JIOFIN,BUY,WIN,238.7,238.4,236.9,232.7,239.25,236.65,239.16,Trailing Stop,0.19,177.52365240232135,77.52365240232135
2026-03-25,09:46:22,LT,BUY,WIN,3602.5,3573.5,3555.2,3516.8,3625.5,3601.0,3620.3,Trailing Stop,0.49,178.3935182990927,78.3935182990927
2026-03-25,09:46:22,SAIL,BUY,WIN,150.3,149.96,148.72,145.73,150.59,148.7,150.53,Trailing Stop,0.15,178.66110857654135,78.66110857654135
2026-03-25,09:46:22,SOLARINDS,BUY,WIN,13079.0,13065.0,12906.0,12554.0,13250.0,12853.0,13231.5,Trailing Stop,1.17,180.7514435468869,80.75144354688689
2026-03-25,09:52:08,BIOCON,BUY,WIN,378.7,378.2,375.55,369.05,379.05,377.8,378.96,Trailing Stop,0.07,180.8779695573697,80.87796955736971
2026-03-25,09:52:08,GODREJCP,BUY,WIN,1034.1,1031.3,1022.1,1006.9,1040.9,1031.7,1039.94,Trailing Stop,0.56,181.89088618689098,81.89088618689098
2026-03-25,09:52:08,IGL,BUY,WIN,153.66,153.37,152.53,149.89,153.74,148.75,153.7,Trailing Stop,0.03,181.94545345274705,81.94545345274705
2026-03-25,09:52:08,IRCTC,BUY,WIN,528.15,527.4,522.4,515.15,528.25,523.0,528.17,Trailing Stop,0.0,181.94545345274705,81.94545345274705
2026-03-25,09:52:08,JUBLFOOD,BUY,WIN,461.1,460.1,454.55,448.6,463.9,460.1,463.88,Target (Midpoint),0.6,183.03712617346352,83.03712617346352
2026-03-25,09:52:08,KPITTECH,BUY,WIN,678.45,674.0,665.45,665.0,679.35,671.35,678.81,Trailing Stop,0.05,183.12864473655023,83.12864473655023
2026-03-25,09:52:08,MOTHERSON,BUY,WIN,113.83,113.71,113.02,111.13,114.4,112.88,114.33,Trailing Stop,0.44,183.93441077339105,83.93441077339105
2026-03-25,09:52:08,OBEROIRLTY,BUY,WIN,1501.5,1494.3,1485.9,1443.8,1504.8,1480.3,1503.75,Trailing Stop,0.15,184.21031238955115,84.21031238955115
2026-03-25,09:52:08,RVNL,BUY,WIN,268.95,267.4,264.3,258.45,269.35,266.65,269.16,Trailing Stop,0.08,184.35768063946279,84.35768063946279
2026-03-25,09:52:08,TATATECH,BUY,WIN,545.9,544.3,539.15,530.4,546.9,542.15,546.64,Trailing Stop,0.14,184.61578139235806,84.61578139235806
2026-03-25,09:52:08,TIINDIA,BUY,WIN,2629.0,2620.0,2606.7,2568.6,2634.2,2630.5,2632.78,Trailing Stop,0.14,184.87424348630736,84.87424348630736
2026-03-25,09:52:08,TITAN,BUY,WIN,3997.5,3983.9,3952.3,3899.5,4005.4,3996.3,4003.25,Trailing Stop,0.14,185.1330674271882,85.1330674271882
2026-03-25,09:57:53,ASTRAL,BUY,WIN,1654.2,1650.1,1637.9,1594.4,1656.6,1642.2,1655.95,Trailing Stop,0.11,185.33671380135812,85.33671380135812
2026-03-25,09:57:53,CUMMINSIND,BUY,WIN,4758.7,4738.0,4696.5,4619.6,4774.8,4713.6,4771.12,Trailing Stop,0.26,185.81858925724163,85.81858925724163
2026-03-25,09:57:53,ENRIN,BUY,WIN,2750.8,2746.9,2722.4,2688.0,2752.0,2704.2,2751.49,Trailing Stop,0.03,185.87433483401878,85.87433483401878
2026-03-25,09:57:53,NYKAA,BUY,WIN,247.5,247.2,243.6,240.05,247.7,242.95,247.65,Trailing Stop,0.06,185.98585943491918,85.98585943491918
2026-03-25,09:57:53,PHOENIXLTD,BUY,WIN,1570.7,1568.5,1555.1,1503.5,1575.8,1557.0,1575.07,Trailing Stop,0.28,186.50661984133694,86.50661984133694
2026-03-25,09:57:53,PREMIERENE,BUY,WIN,906.45,902.4,894.3,889.35,908.0,900.7,907.44,Trailing Stop,0.11,186.71177712316242,86.71177712316242
2026-03-25,09:57:53,SIEMENS,BUY,WIN,3093.2,3083.5,3059.3,3001.8,3105.8,3085.0,3105.3,Target (Midpoint),0.39,187.43995305394276,87.43995305394276
2026-03-25,10:03:38,APOLLOHOSP,BUY,WIN,7550.5,7536.5,7496.0,7413.0,7555.5,7534.0,7553.6,Trailing Stop,0.04,187.51492903516433,87.51492903516433
2026-03-25,10:03:38,BHEL,BUY,WIN,264.2,263.35,261.2,258.2,265.4,261.4,265.28,Target (Midpoint),0.41,188.2837402442085,88.2837402442085
2026-03-25,10:03:38,TATAPOWER,BUY,WIN,392.4,392.0,389.3,384.75,392.55,389.65,392.49,Trailing Stop,0.02,188.32139699225735,88.32139699225735
2026-03-25,10:03:38,VOLTAS,BUY,WIN,1352.3,1350.2,1339.8,1302.1,1360.8,1352.4,1359.74,Trailing Stop,0.55,189.35716467571478,89.35716467571478
2026-03-25,10:09:24,AUROPHARMA,BUY,WIN,1306.8,1302.5,1293.8,1281.6,1311.7,1304.8,1311.15,Target (Midpoint),0.33,189.98204331914465,89.98204331914465
2026-03-25,10:09:24,EXIDEIND,BUY,WIN,308.85,307.25,304.4,298.5,309.7,306.5,309.46,Trailing Stop,0.2,190.36200740578295,90.36200740578295
2026-03-25,10:09:24,MOTILALOFS,BUY,WIN,667.45,666.65,655.25,649.55,669.9,667.0,669.58,Trailing Stop,0.32,190.97116582948146,90.97116582948146
2026-03-25,10:15:11,ADANIPOWER,BUY,LOSS,154.97,154.77,153.29,150.11,154.97,153.3,154.95,Trailing Stop,-0.01,190.95206871289852,90.95206871289852
2026-03-25,10:15:11,CONCOR,BUY,WIN,446.5,445.35,441.5,433.1,446.95,444.05,446.79,Trailing Stop,0.06,191.06663995412626,91.06663995412626
2026-03-25,10:15:11,FORTIS,BUY,LOSS,830.0,828.55,822.75,811.4,830.0,823.8,829.85,Trailing Stop,-0.02,191.02842662613543,91.02842662613543
2026-03-25,10:15:11,GAIL,BUY,LOSS,140.63,140.46,139.65,137.67,140.63,138.35,140.61,Trailing Stop,-0.01,191.0093237834728,91.00932378347281
2026-03-25,10:15:11,ICICIGI,BUY,WIN,1762.0,1756.9,1746.3,1730.1,1767.0,1749.3,1765.99,Trailing Stop,0.23,191.4486452281748,91.4486452281748
2026-03-25,10:15:11,INDIANB,BUY,LOSS,900.4,899.4,893.6,871.45,900.4,895.95,900.3,Trailing Stop,-0.01,191.42950036365198,91.42950036365198
