symbol,open,high,low,close,ORH,ORL,last_close,signal,time
UNIONBANK,146.38999938964844,147.10000610351562,145.8000030517578,146.25999450683594,147.10000610351562,145.8000030517578,142.39999389648438,BREAKDOWN ↓ (close below ORL),15:25
UNITDSPR,1386.0,1386.0,1378.0,1382.0999755859375,1386.0,1378.0,1399.9000244140625,BREAKOUT ↑ (close above ORH),15:25
UPL,720.9500122070312,721.2999877929688,717.0499877929688,717.7999877929688,721.2999877929688,717.0499877929688,723.4500122070312,BREAKOUT ↑ (close above ORH),15:25
VBL,492.6000061035156,498.79998779296875,491.0,495.6499938964844,498.79998779296875,491.0,484.0,BREAKDOWN ↓ (close below ORL),15:25
VEDL,512.0999755859375,513.2999877929688,509.04998779296875,510.3500061035156,513.2999877929688,509.04998779296875,506.95001220703125,BREAKDOWN ↓ (close below ORL),15:25
VMM,147.14999389648438,147.2899932861328,146.61000061035156,147.00999450683594,147.2899932861328,146.61000061035156,145.75,BREAKDOWN ↓ (close below ORL),15:25
VOLTAS,1414.5999755859375,1419.0,1407.0999755859375,1407.0999755859375,1419.0,1407.0999755859375,1415.300048828125,Inside Range,15:25
WAAREEENER,3471.800048828125,3515.0,3466.89990234375,3499.60009765625,3515.0,3466.89990234375,3432.199951171875,BREAKDOWN ↓ (close below ORL),15:25
WIPRO,242.88999938964844,244.75,242.5,242.85000610351562,244.75,242.5,241.9499969482422,BREAKDOWN ↓ (close below ORL),15:25
YESBANK,22.709999084472656,22.709999084472656,22.559999465942383,22.56999969482422,22.709999084472656,22.559999465942383,22.239999771118164,BREAKDOWN ↓ (close below ORL),15:25
ZYDUSLIFE,1004.0,1004.0,989.0,990.7000122070312,1004.0,989.0,987.5999755859375,BREAKDOWN ↓ (close below ORL),15:25
