symbol,open,high,low,close,ORH,ORL,last_close,signal,time
SOLARINDS,13960.0,13995.0,13922.0,13928.0,13995.0,13922.0,13904.0,BREAKDOWN ↓ (close below ORL),15:25
SONACOMS,484.54998779296875,486.5,483.54998779296875,484.3500061035156,486.5,483.54998779296875,483.20001220703125,BREAKDOWN ↓ (close below ORL),15:25
SRF,3028.300048828125,3028.300048828125,3008.800048828125,3009.0,3028.300048828125,3008.800048828125,2979.89990234375,BREAKDOWN ↓ (close below ORL),15:25
SUNPHARMA,1716.5,1716.5,1686.9000244140625,1691.5,1716.5,1686.9000244140625,1700.0,Inside Range,15:25
SUPREMEIND,3854.300048828125,3859.699951171875,3831.60009765625,3833.300048828125,3859.699951171875,3831.60009765625,3800.0,BREAKDOWN ↓ (close below ORL),15:25
SUZLON,58.529998779296875,59.29999923706055,58.45000076293945,58.720001220703125,59.29999923706055,58.45000076293945,58.599998474121094,Inside Range,15:25
SWIGGY,419.25,422.5,419.20001220703125,419.95001220703125,422.5,419.20001220703125,418.25,BREAKDOWN ↓ (close below ORL),15:25
TATACOMM,1908.699951171875,1939.800048828125,1903.0,1920.800048828125,1939.800048828125,1903.0,1913.800048828125,Inside Range,15:25
TATACONSUM,1179.800048828125,1179.800048828125,1169.5,1171.300048828125,1179.800048828125,1169.5,1176.5999755859375,Inside Range,15:25
TATAELXSI,5555.0,5583.0,5541.0,5564.0,5583.0,5541.0,5540.0,BREAKDOWN ↓ (close below ORL),15:25
TATAPOWER,410.6499938964844,412.5,410.29998779296875,412.04998779296875,412.5,410.29998779296875,409.95001220703125,BREAKDOWN ↓ (close below ORL),15:25
TATASTEEL,184.6699981689453,185.17999267578125,183.5500030517578,183.7100067138672,185.17999267578125,183.5500030517578,184.39999389648438,Inside Range,15:25
TATATECH,701.1500244140625,707.5999755859375,701.1500244140625,704.0,707.5999755859375,701.1500244140625,699.9000244140625,BREAKDOWN ↓ (close below ORL),15:25
TCS,3052.699951171875,3063.800048828125,3051.10009765625,3052.10009765625,3063.800048828125,3051.10009765625,3035.5,BREAKDOWN ↓ (close below ORL),15:25
TECHM,1457.699951171875,1457.699951171875,1447.5999755859375,1449.5,1457.699951171875,1447.5999755859375,1432.5999755859375,BREAKDOWN ↓ (close below ORL),15:25
TIINDIA,3156.699951171875,3156.699951171875,3138.199951171875,3140.89990234375,3156.699951171875,3138.199951171875,3059.699951171875,BREAKDOWN ↓ (close below ORL),15:25
TITAN,3747.800048828125,3748.800048828125,3728.0,3729.60009765625,3748.800048828125,3728.0,3750.699951171875,BREAKOUT ↑ (close above ORH),15:25
TMPV,412.70001220703125,415.3999938964844,412.04998779296875,412.75,415.3999938964844,412.04998779296875,413.0,Inside Range,15:25
TORNTPHARM,3604.0,3604.0,3576.89990234375,3587.300048828125,3604.0,3576.89990234375,3602.39990234375,Inside Range,15:25
TORNTPOWER,1316.5,1321.199951171875,1310.9000244140625,1315.5,1321.199951171875,1310.9000244140625,1318.199951171875,Inside Range,15:25
TRENT,4781.10009765625,4781.10009765625,4756.7001953125,4760.60009765625,4781.10009765625,4756.7001953125,4744.5,BREAKDOWN ↓ (close below ORL),15:25
TVSMOTOR,3510.0,3520.0,3494.60009765625,3520.0,3520.0,3494.60009765625,3491.699951171875,BREAKDOWN ↓ (close below ORL),15:25
ULTRACEMCO,12035.0,12035.0,11992.0,12000.0,12035.0,11992.0,12040.0,BREAKOUT ↑ (close above ORH),15:25
